barcode,title,platform,cover_url,version
711719541363,God of War,playstation,https://image.api.playstation.com/cdn/UP9000/CUSA07408_00/QN2gy5RCwUmw7oQGRoemQKgxYPQK1e4G.png,PS4 - Estándar
